EmployeeID,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrentManager
590,Travel_Frequently,829,Sales,8,1,Marketing,3,84,3,2,"Sales Executive",3,4342,24008,0,No,19,3,5,4,2,1,1
591,Travel_Rarely,571,"Research & Development",10,1,"Life Sciences",4,82,3,1,"Research Scientist",2,2782,19905,0,Yes,13,3,6,5,3,4,3
592,Travel_Frequently,240,"Research & Development",2,4,"Life Sciences",1,75,4,2,Developer,2,5980,26085,6,Yes,12,1,17,15,7,4,12
593,Travel_Rarely,121,"Research & Development",2,4,Medical,3,86,2,1,"Research Scientist",2,4381,7530,1,No,11,1,6,6,5,1,3
594,Travel_Rarely,384,Sales,8,4,"Life Sciences",1,72,3,1,"Sales Representative",3,2572,20317,1,No,16,3,3,3,2,0,2
595,Travel_Rarely,921,"Research & Development",1,3,"Life Sciences",4,38,1,1,Developer,1,3833,24375,3,No,21,2,7,2,2,0,2
596,Travel_Frequently,791,"Research & Development",2,2,Medical,3,38,4,2,"Healthcare Representative",4,4244,9931,1,No,24,4,8,8,7,3,7
597,Travel_Rarely,1111,Sales,8,2,"Life Sciences",3,93,3,2,"Sales Executive",2,6500,13305,5,No,17,3,6,3,2,1,2
598,Travel_Frequently,570,"Research & Development",8,3,"Life Sciences",2,66,3,5,Manager,3,18430,16225,1,No,13,2,24,24,7,14,9
599,Travel_Rarely,1243,"Research & Development",6,3,"Life Sciences",3,63,4,1,Developer,2,1601,3445,1,Yes,21,1,1,0,0,0,0
600,Non-Travel,1092,"Research & Development",9,3,"Life Sciences",3,60,2,1,Developer,4,2694,26551,1,No,11,3,1,1,0,0,0
601,Travel_Rarely,1325,"Research & Development",11,4,"Life Sciences",4,82,3,2,Developer,1,3149,21821,8,No,20,4,9,5,2,1,4
602,Travel_Rarely,691,"Research & Development",2,3,Medical,3,64,3,4,"Research Director",1,17639,6881,5,No,16,3,30,4,3,0,3
603,Travel_Rarely,805,"Research & Development",1,2,"Life Sciences",2,36,2,1,Developer,2,2319,6689,1,Yes,11,2,1,1,0,0,0
604,Travel_Rarely,213,"Research & Development",7,3,Medical,3,49,3,3,"Research Director",1,11691,25995,0,No,11,2,14,13,9,3,7
605,Travel_Rarely,118,Sales,16,3,Marketing,1,69,3,2,"Sales Executive",2,5324,26507,5,No,15,3,6,3,2,0,2
606,Travel_Rarely,202,"Research & Development",2,2,Other,3,33,3,4,Manager,3,16752,12982,1,Yes,11,1,26,26,14,3,0
607,Travel_Rarely,676,"Research & Development",1,3,Other,3,35,3,2,Developer,4,5228,23361,0,No,15,2,10,9,7,0,5
608,Travel_Rarely,1252,"Research & Development",23,2,"Life Sciences",3,81,4,1,"Research Scientist",1,2700,23779,1,No,24,4,10,10,7,0,7
609,Travel_Rarely,286,"Research & Development",2,4,"Life Sciences",4,31,3,5,"Research Director",4,19246,25761,7,Yes,12,1,40,31,15,13,8
610,Travel_Rarely,1258,"Research & Development",1,4,"Life Sciences",4,40,4,1,"Research Scientist",1,2506,13301,3,No,13,3,7,2,2,2,2
611,Travel_Rarely,932,"Research & Development",1,2,"Life Sciences",4,43,2,2,Developer,3,6062,4051,9,Yes,13,3,8,4,3,0,2
612,Travel_Rarely,890,"Research & Development",2,4,Medical,3,46,3,1,"Research Scientist",1,4382,16374,6,No,17,2,5,2,2,2,1
613,Travel_Rarely,1041,HR,13,3,"Human Resources",3,36,3,1,HR,4,2143,25527,4,No,13,3,8,5,2,0,4
614,Travel_Rarely,859,"Research & Development",4,3,"Life Sciences",3,98,2,2,Developer,1,6162,19124,1,No,12,3,14,14,13,6,8
615,Travel_Frequently,720,"Research & Development",16,4,Medical,1,51,2,2,Developer,1,5094,11983,6,No,14,2,10,1,0,0,0
616,Travel_Rarely,946,"Research & Development",2,3,Medical,3,52,2,2,Developer,3,6877,20234,5,Yes,24,4,12,0,0,0,0
617,Travel_Rarely,252,"Research & Development",2,3,"Life Sciences",2,95,2,1,"Research Scientist",1,2274,6153,1,No,14,2,1,1,0,0,0
618,Travel_Rarely,933,"Research & Development",29,3,"Life Sciences",2,98,3,2,Developer,4,4434,11806,1,No,13,3,10,9,8,7,8
619,Travel_Frequently,471,"Research & Development",12,3,"Life Sciences",1,45,2,2,"Healthcare Representative",2,6288,4284,2,No,15,1,13,4,3,1,2
620,Travel_Frequently,702,"Research & Development",16,4,"Life Sciences",3,100,2,1,"Research Scientist",3,2553,8306,1,No,16,3,6,5,2,1,3
621,Travel_Rarely,1184,Sales,11,3,Marketing,3,43,3,3,"Sales Executive",3,7654,5860,1,No,18,1,9,9,8,7,7
622,Travel_Rarely,436,Sales,2,1,Medical,3,37,3,2,"Sales Executive",3,5160,21519,4,No,16,3,12,9,7,7,3
623,Travel_Rarely,589,"Research & Development",14,2,"Life Sciences",2,94,3,4,"Research Director",2,17159,5200,6,No,24,4,22,4,1,1,0
624,Travel_Rarely,269,"Research & Development",5,1,"Technical Degree",3,42,2,3,"Research Director",3,12808,8842,1,Yes,16,3,9,9,8,0,8
625,Travel_Rarely,950,"Research & Development",7,3,Other,3,59,3,3,Developer,1,10221,18869,3,No,21,4,17,8,5,1,6
626,Travel_Rarely,760,Sales,2,4,Marketing,2,81,3,2,"Sales Executive",4,4779,3698,1,Yes,20,4,8,8,7,7,5
627,Travel_Rarely,829,HR,3,2,"Human Resources",3,88,3,1,HR,3,3737,2243,0,No,19,1,4,3,2,0,2
628,Travel_Frequently,887,"Research & Development",5,2,Medical,3,88,2,1,"Research Scientist",1,2366,20898,1,Yes,14,2,8,8,7,1,7
629,Non-Travel,443,"Research & Development",3,3,Medical,4,50,3,1,"Research Scientist",3,1706,16571,1,No,11,3,0,0,0,0,0
630,Travel_Rarely,1318,Sales,26,4,Marketing,1,66,3,4,Manager,1,16307,5594,2,No,14,3,29,20,6,4,17
631,Travel_Rarely,625,"Research & Development",4,3,Medical,4,50,3,2,"Healthcare Representative",4,5933,5197,9,No,12,3,10,5,2,2,3
632,Travel_Rarely,180,"Research & Development",2,1,Medical,1,65,4,1,"Research Scientist",2,3424,21632,7,No,13,2,6,4,3,0,1
633,Travel_Rarely,586,Sales,1,3,Medical,1,48,4,2,"Sales Executive",2,4037,21816,1,No,22,4,9,9,8,0,8
634,Travel_Rarely,1343,"Research & Development",27,1,Medical,3,53,2,1,"Research Scientist",2,2559,17852,1,No,11,1,6,6,5,1,1
635,Travel_Rarely,928,Sales,1,2,"Life Sciences",2,56,3,2,"Sales Executive",3,6201,2823,1,Yes,14,3,18,18,14,4,11
636,Travel_Rarely,117,Sales,13,4,"Life Sciences",2,73,3,2,"Sales Executive",3,4403,9250,2,No,11,3,8,5,2,0,3
637,Travel_Frequently,1012,"Research & Development",5,4,"Life Sciences",2,75,2,1,"Research Scientist",3,3761,2373,9,No,12,2,10,5,4,0,3
638,Travel_Rarely,661,Sales,7,2,Marketing,1,78,2,3,"Sales Executive",3,10934,20715,7,Yes,18,3,35,5,2,0,4
639,Travel_Rarely,930,Sales,9,3,Marketing,4,74,3,3,"Sales Executive",2,10761,19239,4,Yes,12,3,18,5,4,0,2
640,Travel_Rarely,638,"Research & Development",8,2,Medical,3,91,4,2,"Research Scientist",1,5175,22162,5,No,12,3,9,5,3,1,3
641,Travel_Frequently,890,"Research & Development",25,4,Medical,3,81,2,4,Developer,3,13826,19028,3,No,22,2,31,9,8,0,0
642,Travel_Rarely,342,Sales,16,4,Marketing,4,66,2,2,"Sales Executive",1,6334,24558,4,No,19,3,9,1,0,0,0
643,Travel_Rarely,1169,HR,8,2,Medical,2,63,2,1,HR,3,4936,23965,1,No,13,3,6,5,1,0,4
644,Travel_Rarely,1230,"Research & Development",1,2,"Life Sciences",4,33,2,2,Developer,3,4775,19146,6,No,22,4,4,2,2,2,2
645,Travel_Rarely,986,"Research & Development",8,4,"Life Sciences",1,62,4,1,Developer,3,2818,5044,2,Yes,24,4,10,3,2,0,2
646,Travel_Frequently,1271,"Research & Development",2,1,Medical,2,35,3,1,"Research Scientist",3,2515,9068,5,Yes,14,3,8,2,1,2,2
647,Travel_Rarely,1278,HR,8,3,"Life Sciences",1,77,2,1,HR,2,2342,8635,0,No,21,4,6,5,4,0,3
648,Travel_Rarely,141,Sales,3,1,Other,3,98,3,2,"Sales Executive",2,4194,14363,1,Yes,18,1,5,5,3,0,3
649,Travel_Rarely,607,"Research & Development",9,3,"Life Sciences",4,66,2,3,Developer,1,10685,23457,1,Yes,20,2,17,17,14,5,15
650,Travel_Frequently,130,"Research & Development",25,4,"Life Sciences",4,96,3,1,"Research Scientist",4,2022,16612,1,Yes,19,3,10,10,2,7,8
651,Non-Travel,300,"Research & Development",1,3,"Life Sciences",4,61,3,1,Developer,3,2314,9148,0,No,12,3,4,3,0,0,2
652,Travel_Rarely,583,Sales,4,1,Marketing,3,87,2,2,"Sales Executive",2,4256,18154,1,No,12,1,5,5,2,0,3
653,Travel_Rarely,1418,"Research & Development",1,3,"Technical Degree",3,36,3,1,"Research Scientist",2,3580,10554,2,No,16,2,7,4,2,0,2
654,Non-Travel,1269,"Research & Development",4,1,"Life Sciences",1,46,2,1,Developer,3,3162,10778,0,No,17,2,6,5,2,3,4
655,Travel_Frequently,379,Sales,5,2,"Life Sciences",2,48,3,2,"Sales Executive",4,6524,8891,1,No,14,3,10,10,8,5,3
656,Travel_Rarely,395,Sales,9,3,Marketing,2,98,2,1,"Sales Representative",4,2899,12102,0,No,19,1,3,2,2,1,2
657,Travel_Rarely,1265,"Research & Development",3,3,"Life Sciences",3,95,4,2,Developer,3,5231,23726,2,Yes,13,2,17,5,3,1,3
658,Travel_Rarely,1222,"Research & Development",11,4,"Life Sciences",4,48,3,1,"Research Scientist",3,2356,14871,3,Yes,19,1,8,6,4,0,2
659,Travel_Rarely,341,Sales,1,3,Medical,2,48,2,1,"Sales Representative",1,2800,23522,6,Yes,19,3,5,3,2,0,2
660,Travel_Rarely,868,Sales,8,3,Marketing,1,73,3,4,"Sales Executive",3,11836,22789,5,No,14,2,28,2,0,2,2
661,Travel_Rarely,672,"Research & Development",25,3,"Technical Degree",4,78,2,3,Developer,4,10903,9129,3,No,16,3,16,13,10,4,8
662,Travel_Frequently,1231,Sales,21,2,Medical,3,54,3,1,"Sales Representative",3,2973,21222,5,No,15,2,10,5,4,0,0
663,Travel_Rarely,102,"Research & Development",23,4,"Life Sciences",4,72,3,4,"Research Director",3,14275,20206,6,No,18,3,33,12,9,3,8
664,Travel_Frequently,422,"Research & Development",1,3,"Life Sciences",4,33,3,2,"Healthcare Representative",3,5562,21782,4,No,13,3,12,5,2,2,2
665,Travel_Rarely,249,Sales,2,2,Marketing,3,35,3,2,"Sales Executive",3,4537,17783,0,Yes,22,4,8,7,6,7,7
666,Non-Travel,1252,Sales,19,2,Medical,1,32,3,3,"Sales Executive",4,7642,4814,1,Yes,13,3,10,10,0,0,9
667,Non-Travel,881,"Research & Development",2,4,"Life Sciences",1,98,3,4,Manager,2,17924,4544,1,No,11,1,31,31,6,14,7
668,Travel_Rarely,1383,HR,2,3,"Life Sciences",4,42,2,2,HR,3,5204,7790,8,No,11,3,13,5,4,0,4
669,Travel_Rarely,1075,HR,3,2,"Human Resources",4,57,3,1,HR,4,2277,22650,3,Yes,11,1,7,4,3,0,3
670,Travel_Rarely,374,"Research & Development",25,4,"Life Sciences",1,87,3,1,Developer,3,2795,18016,1,Yes,24,4,1,1,0,0,1
671,Travel_Rarely,1086,"Research & Development",7,1,Medical,1,62,2,1,Developer,3,2532,6054,6,No,14,1,8,4,3,0,3
672,Travel_Rarely,661,"Research & Development",9,2,"Life Sciences",2,61,3,1,"Research Scientist",2,2559,7508,1,Yes,13,3,8,8,7,7,1
673,Travel_Rarely,821,Sales,5,4,Medical,1,98,3,2,"Sales Executive",3,4908,24252,1,No,14,3,4,4,2,0,2
674,Travel_Frequently,781,"Research & Development",2,1,"Life Sciences",4,57,2,1,Developer,3,2380,13384,9,Yes,14,3,3,1,0,0,0
675,Travel_Rarely,177,"Research & Development",8,3,"Life Sciences",1,55,3,2,Developer,4,4765,23814,4,No,21,4,4,1,0,0,0
676,Travel_Rarely,500,Sales,2,3,Medical,3,49,2,1,"Sales Representative",1,2044,22052,1,No,13,3,2,2,2,0,2
677,Travel_Rarely,1427,"Research & Development",18,1,Other,4,65,3,1,"Research Scientist",3,2693,8870,1,No,19,2,1,1,0,0,0
678,Travel_Rarely,1425,"Research & Development",14,1,"Life Sciences",3,68,3,2,"Healthcare Representative",3,6586,4821,0,Yes,17,3,17,16,8,4,11
679,Travel_Rarely,1454,Sales,2,4,"Life Sciences",4,65,2,1,"Sales Representative",3,3294,13137,1,Yes,18,3,3,3,2,1,2
680,Travel_Rarely,617,"Research & Development",3,1,"Life Sciences",2,34,3,2,Developer,1,4171,10022,0,Yes,19,1,4,3,2,0,2
681,Travel_Rarely,1085,"Research & Development",2,4,"Life Sciences",2,57,1,1,Developer,3,2778,17725,4,Yes,13,1,10,7,7,1,0
682,Travel_Rarely,995,"Research & Development",9,3,Medical,3,77,3,1,"Research Scientist",1,2377,9834,5,No,18,3,6,2,2,2,2
683,Travel_Rarely,1122,"Research & Development",6,3,Medical,4,70,3,1,Developer,2,2404,4303,7,Yes,21,4,8,2,2,2,2
684,Travel_Rarely,618,"Research & Development",4,3,"Life Sciences",2,76,3,1,"Research Scientist",1,2318,17808,1,No,19,3,1,1,1,0,0
685,Travel_Rarely,546,"Research & Development",10,3,"Life Sciences",2,83,3,1,Developer,4,2008,6896,1,No,14,3,1,1,0,1,0
686,Travel_Rarely,462,Sales,14,2,Medical,3,68,2,2,"Sales Executive",1,6244,7824,7,No,17,1,10,5,4,0,3
687,Travel_Rarely,1198,"Research & Development",1,4,Other,3,100,2,1,"Research Scientist",2,2799,3339,3,Yes,11,1,6,3,2,0,2
688,Travel_Rarely,1272,"Research & Development",5,3,"Technical Degree",3,37,2,3,"Healthcare Representative",4,10552,9255,2,Yes,13,1,24,6,0,0,4
689,Travel_Rarely,154,Sales,7,4,"Life Sciences",2,41,2,1,"Sales Representative",1,2329,11737,3,No,15,3,13,7,7,5,2
690,Travel_Rarely,1137,"Research & Development",21,1,"Life Sciences",4,51,3,2,"Healthcare Representative",3,4014,19170,1,Yes,25,4,10,10,6,0,7
691,Travel_Rarely,527,"Research & Development",8,2,Other,1,51,3,3,Developer,4,7403,22477,4,No,11,3,29,26,9,1,7
692,Travel_Rarely,1469,"Research & Development",20,4,Medical,4,51,3,1,"Research Scientist",1,2259,5543,4,No,17,3,13,0,0,0,0
693,Non-Travel,1188,Sales,20,2,Marketing,4,45,3,2,"Sales Executive",1,6932,24406,1,No,13,1,9,9,8,0,0
694,Travel_Rarely,188,"Research & Development",7,4,Other,2,65,3,1,"Research Scientist",3,4678,23293,2,No,18,3,8,6,2,0,1
695,Travel_Rarely,1333,"Research & Development",1,3,"Technical Degree",4,80,3,3,"Research Director",2,13582,16292,1,No,13,3,15,15,12,5,11
696,Non-Travel,1184,"Research & Development",1,3,"Life Sciences",3,70,2,1,Developer,4,2332,3974,6,No,20,4,5,3,0,0,2
697,Travel_Rarely,867,Sales,19,2,Marketing,3,36,2,1,"Sales Representative",4,2413,18798,1,Yes,18,3,1,1,0,0,0
698,Travel_Rarely,658,Sales,10,4,Marketing,1,67,2,3,"Sales Executive",4,9705,20652,2,No,12,1,11,1,0,0,0
699,Travel_Frequently,1283,Sales,1,3,Medical,3,52,2,2,"Sales Executive",2,4294,11148,1,No,12,2,7,7,7,0,7
700,Travel_Rarely,263,"Research & Development",6,3,Medical,4,59,3,1,Developer,2,4721,3119,2,Yes,13,3,20,18,13,2,17
701,Travel_Rarely,938,"Research & Development",2,4,Medical,3,79,3,1,Developer,1,2519,12287,4,No,21,4,16,11,8,3,9
702,Travel_Rarely,419,Sales,21,3,Other,4,37,2,1,"Sales Representative",4,2121,9947,1,Yes,13,3,1,1,0,0,0
703,Travel_Rarely,129,"Research & Development",4,3,"Technical Degree",1,84,3,1,Developer,2,2973,13008,1,No,19,3,1,1,0,0,0
704,Travel_Rarely,616,"Research & Development",12,3,Medical,4,41,3,2,"Healthcare Representative",3,5855,17369,0,Yes,11,3,10,9,7,8,5
705,Travel_Frequently,1469,"Research & Development",9,4,Medical,4,35,3,1,"Research Scientist",4,3617,25063,8,Yes,14,3,3,1,1,0,0
706,Travel_Rarely,498,"Research & Development",3,4,Medical,3,93,3,2,Developer,2,6725,13554,1,No,12,2,8,8,7,6,3
707,Travel_Rarely,530,Sales,3,1,"Life Sciences",3,51,2,3,"Sales Executive",3,10325,5518,1,Yes,11,1,16,16,7,3,7
708,Travel_Rarely,1069,"Research & Development",1,3,"Life Sciences",2,42,2,2,"Healthcare Representative",3,6949,12291,0,No,14,2,6,5,0,1,4
709,Travel_Rarely,625,Sales,1,4,"Life Sciences",1,46,2,3,"Sales Executive",1,10609,14922,5,No,11,3,17,14,1,11,7
710,Non-Travel,805,"Research & Development",4,2,"Life Sciences",3,57,3,2,Developer,4,4447,23163,1,No,12,3,9,9,7,0,8
711,Travel_Frequently,1404,Sales,20,3,"Technical Degree",3,84,3,1,"Sales Representative",3,2157,18203,1,No,15,1,3,3,1,0,2
712,Travel_Rarely,1219,Sales,18,3,Medical,3,86,3,2,"Sales Executive",1,4601,6179,1,No,16,3,5,5,2,1,0
713,Travel_Rarely,1053,"Research & Development",1,2,"Life Sciences",4,70,3,4,Manager,3,17099,13829,2,No,15,1,26,9,8,7,8
714,Travel_Rarely,289,"Research & Development",2,3,"Technical Degree",4,51,3,1,"Research Scientist",1,2479,26227,4,No,24,4,7,1,0,0,0
715,Travel_Rarely,1376,Sales,2,2,Medical,3,45,3,4,Manager,1,14852,13938,6,No,13,2,22,17,13,15,2
716,Travel_Rarely,231,Sales,8,2,Other,3,62,3,3,"Sales Executive",1,7264,9977,5,No,11,3,10,8,4,7,7
717,Non-Travel,152,Sales,10,3,"Technical Degree",3,85,3,2,"Sales Executive",3,5666,19899,1,Yes,13,1,6,5,3,1,3
718,Travel_Rarely,882,Sales,3,4,"Life Sciences",4,92,3,3,"Sales Executive",3,7823,6812,6,No,13,3,12,10,9,0,8
719,Travel_Rarely,903,Sales,2,5,"Life Sciences",1,41,4,3,"Sales Executive",1,7880,2560,0,No,18,1,9,8,7,0,7
720,Non-Travel,1479,Sales,24,3,"Life Sciences",2,100,4,4,"Sales Executive",4,13194,17071,4,Yes,16,3,22,1,0,0,0
721,Travel_Frequently,1379,"Research & Development",16,4,Medical,3,64,4,2,Developer,1,5067,6759,1,Yes,19,3,20,19,10,2,7
722,Non-Travel,1229,Sales,8,4,"Technical Degree",1,84,3,2,"Sales Executive",3,5079,25952,4,No,13,3,12,7,7,0,7
723,Non-Travel,335,"Research & Development",9,2,Medical,3,46,2,1,"Research Scientist",2,2321,10322,0,Yes,22,4,4,3,2,1,2
724,Non-Travel,722,Sales,17,3,"Life Sciences",4,38,3,4,Manager,1,17444,20489,1,No,11,3,10,10,8,6,0
725,Travel_Rarely,906,"Research & Development",10,3,"Life Sciences",4,92,2,1,"Research Scientist",2,2404,11479,6,Yes,20,4,3,0,0,0,0
726,Travel_Rarely,461,"Research & Development",13,1,"Life Sciences",2,53,3,1,"Research Scientist",3,3452,17241,3,No,18,1,5,3,2,0,2
727,Travel_Rarely,974,"Research & Development",1,4,Medical,4,91,3,1,Developer,3,2270,11005,3,No,14,3,8,5,3,0,2
728,Travel_Rarely,1126,"Research & Development",1,2,Medical,4,66,3,4,"Research Director",3,17399,6615,9,No,22,4,32,5,4,1,3
729,Travel_Frequently,827,"Research & Development",1,4,Other,3,84,4,2,"Healthcare Representative",4,5488,20161,1,Yes,13,3,6,6,5,1,2
730,Travel_Frequently,840,"Research & Development",9,3,Medical,1,64,3,5,"Research Director",1,19419,3735,2,No,17,2,21,18,16,0,11
731,Travel_Rarely,1134,"Research & Development",16,4,"Technical Degree",3,37,3,1,Developer,4,2811,12086,9,No,14,2,4,2,2,2,2
732,Non-Travel,248,"Research & Development",23,2,"Life Sciences",4,42,3,2,Developer,2,3633,14039,1,Yes,15,3,9,9,8,0,8
733,Travel_Rarely,955,Sales,4,2,"Life Sciences",4,83,3,2,"Sales Executive",3,4163,8571,1,Yes,17,1,9,9,0,0,7
734,Travel_Rarely,138,"Research & Development",22,3,"Life Sciences",1,48,3,1,"Research Scientist",1,2132,11539,4,Yes,11,1,7,5,2,0,1
735,Travel_Rarely,939,"Research & Development",24,3,"Life Sciences",4,95,3,4,Developer,1,13973,4161,3,Yes,18,1,22,12,11,1,5
736,Travel_Frequently,1391,"Research & Development",10,1,Medical,3,66,3,1,"Research Scientist",1,2684,12127,0,No,17,3,3,2,1,0,2
737,Travel_Rarely,566,"Research & Development",7,2,Medical,4,75,3,3,Developer,1,10845,24208,6,No,13,3,13,8,7,0,7
738,Travel_Rarely,1206,"Research & Development",17,1,Medical,4,41,2,2,Developer,1,4377,24117,1,No,15,3,5,4,2,3,2
739,Travel_Rarely,622,"Research & Development",14,4,Other,3,39,2,1,Developer,4,3743,10074,1,Yes,24,4,5,4,2,0,2
740,Travel_Frequently,853,"Research & Development",1,1,"Life Sciences",3,96,3,2,Developer,2,4148,11275,1,No,12,2,4,4,3,0,3
741,Non-Travel,287,"Research & Development",5,2,"Life Sciences",2,73,3,1,"Research Scientist",3,1051,13493,1,No,15,3,0,0,0,0,0
742,Travel_Rarely,1441,"Research & Development",17,3,"Technical Degree",3,56,3,3,Developer,1,10739,13943,8,No,11,2,22,10,7,0,8
743,Travel_Rarely,583,"Research & Development",25,4,Medical,3,57,3,3,"Healthcare Representative",1,10388,6975,1,Yes,11,3,16,16,10,10,1
744,Travel_Rarely,153,"Research & Development",8,2,"Life Sciences",2,73,4,3,"Research Director",2,11416,17802,0,Yes,12,3,9,8,7,1,7
745,Travel_Rarely,1097,"Research & Development",11,3,Medical,4,98,2,1,"Research Scientist",2,2600,18275,1,Yes,15,3,1,1,0,0,0
746,Travel_Frequently,109,"Research & Development",5,3,Medical,2,60,3,1,Developer,4,2422,25725,0,No,17,3,4,3,2,1,2
747,Travel_Rarely,1066,"Research & Development",2,2,Medical,4,32,4,2,Developer,3,5472,3334,1,No,12,3,8,8,7,1,3
748,Travel_Rarely,217,"Research & Development",8,1,"Life Sciences",2,94,1,1,Developer,2,2451,6881,1,No,15,3,4,4,3,1,1
749,Travel_Rarely,277,"Research & Development",6,3,"Life Sciences",1,97,2,2,"Healthcare Representative",1,4240,13119,2,No,13,2,19,2,2,2,2
750,Travel_Rarely,1355,"Research & Development",4,4,"Life Sciences",3,78,2,3,"Healthcare Representative",1,10999,22245,7,No,14,3,27,15,11,4,8
751,Travel_Rarely,549,"Research & Development",7,2,Medical,4,42,3,2,Developer,1,5003,23371,6,No,14,1,8,2,2,2,1
752,Travel_Rarely,466,"Research & Development",1,1,"Life Sciences",4,65,2,4,Developer,3,12742,7060,1,No,16,3,21,21,6,11,8
753,Travel_Rarely,1055,"Research & Development",2,4,"Life Sciences",1,47,3,2,Developer,3,4227,4658,0,No,18,3,4,3,2,2,2
754,Travel_Rarely,802,"Research & Development",10,3,Other,2,45,3,1,Developer,3,3917,9541,1,No,20,4,3,3,2,1,2
755,Travel_Rarely,265,Sales,5,2,Marketing,4,90,3,5,Manager,1,18303,7770,6,No,13,3,21,1,0,0,0
756,Travel_Rarely,804,"Research & Development",9,3,"Life Sciences",1,64,3,1,Developer,3,2380,20165,4,No,18,2,8,1,0,0,0
757,Travel_Rarely,715,"Research & Development",2,3,"Life Sciences",3,69,2,4,Developer,3,13726,21829,3,Yes,13,2,30,5,3,4,3
758,Travel_Rarely,1141,"Research & Development",11,2,Medical,1,61,1,2,"Healthcare Representative",4,4777,14382,5,No,15,3,15,1,0,0,0
759,Travel_Frequently,135,"Research & Development",18,4,Medical,3,62,3,2,"Healthcare Representative",4,6385,12992,3,Yes,14,3,17,8,7,6,7
760,Non-Travel,247,"Research & Development",7,1,"Life Sciences",2,55,1,5,"Research Director",1,19973,20284,1,No,22,4,21,21,16,5,10
761,Travel_Rarely,1035,Sales,3,4,"Life Sciences",2,42,3,2,"Sales Executive",3,6861,4981,8,Yes,12,2,19,1,0,0,0
762,Non-Travel,265,Sales,29,2,Medical,2,79,1,2,"Sales Executive",2,4969,21813,8,No,18,2,7,2,2,2,2
763,Travel_Rarely,266,Sales,2,1,Marketing,1,57,1,5,Manager,3,19845,25846,1,No,15,3,33,32,14,6,9
764,Travel_Rarely,1448,Sales,28,3,Medical,4,53,4,4,"Sales Executive",3,13320,11737,3,Yes,18,2,23,12,11,11,11
765,Non-Travel,145,Sales,1,3,"Life Sciences",4,95,3,2,"Sales Executive",1,6347,24920,0,No,12,3,19,18,7,0,13
766,Travel_Rarely,885,"Research & Development",16,4,"Life Sciences",3,43,4,1,Developer,2,2743,8269,1,No,16,2,18,17,13,15,14
767,Travel_Frequently,945,"Research & Development",22,3,Medical,4,82,3,3,Developer,2,10880,5083,1,Yes,13,1,21,21,6,2,8
768,Non-Travel,1038,Sales,8,1,"Life Sciences",2,88,2,1,"Sales Representative",3,2342,21437,0,No,19,3,3,2,2,2,2
769,Travel_Rarely,1234,Sales,11,2,"Life Sciences",4,90,3,4,Manager,3,17650,5404,3,No,13,2,26,9,3,1,1
770,Non-Travel,1109,"Research & Development",29,4,Medical,4,69,3,1,Developer,1,4025,11135,9,No,12,3,10,8,7,7,7
771,Travel_Rarely,216,Sales,1,4,Marketing,2,75,4,2,"Sales Executive",3,9725,12278,0,No,11,3,16,15,1,0,9
772,Travel_Rarely,1089,Sales,1,2,"Technical Degree",2,66,3,3,Manager,3,11904,11038,3,Yes,14,3,14,6,4,0,4
773,Travel_Rarely,788,HR,24,4,Medical,2,36,3,1,HR,4,2177,8318,1,No,16,3,6,6,3,0,4
774,Travel_Frequently,124,Sales,2,3,Marketing,3,38,2,3,"Sales Executive",4,7525,23537,2,No,12,3,30,15,7,6,12
775,Travel_Rarely,660,"Research & Development",15,3,Other,1,81,3,2,Developer,1,4834,7858,7,No,14,2,9,1,0,0,0
776,Travel_Frequently,342,"Research & Development",2,3,"Life Sciences",1,57,3,1,"Research Scientist",2,2042,15346,6,Yes,14,1,6,3,2,1,2
777,Travel_Rarely,1333,Sales,10,4,"Life Sciences",3,87,3,1,"Sales Representative",1,2220,18410,1,Yes,19,1,1,1,1,0,0
778,Travel_Rarely,1144,Sales,10,1,Medical,4,74,3,1,"Sales Representative",4,1052,23384,1,No,22,4,1,1,0,0,0
779,Travel_Frequently,1186,"Research & Development",3,4,Other,3,44,3,1,"Research Scientist",1,2821,2997,3,No,16,1,8,2,2,2,2
780,Travel_Rarely,1464,"Research & Development",2,4,Medical,2,62,3,5,"Research Director",1,19237,12853,2,Yes,11,3,29,8,1,7,7
781,Travel_Rarely,124,"Research & Development",3,3,Other,4,35,3,2,"Healthcare Representative",4,4107,13848,3,No,15,2,8,4,3,0,1
782,Travel_Rarely,300,Sales,26,3,Marketing,3,74,3,2,"Sales Executive",2,8396,22217,1,No,14,1,8,7,7,7,5
783,Travel_Frequently,921,"Research & Development",1,1,Medical,1,66,2,1,"Research Scientist",1,2007,25265,1,No,13,2,5,5,3,1,3
784,Travel_Rarely,430,"Research & Development",1,4,Medical,4,40,3,5,"Research Director",3,19627,21445,9,No,17,3,23,2,2,2,2
785,Travel_Rarely,1082,Sales,2,4,"Life Sciences",3,41,2,3,"Sales Executive",1,10686,8392,6,No,11,3,13,9,4,7,0
